ID,householdID,communityID,j001s1,j001s2,j001s3,j001s4,j001s5,j001s6,j002,j003,j004s1,j004s2,j004s3,j005,j006,j007
06402821601,064028216,0640282,1,e,e,e,e,e,,2,2612760875952,2612000134512,2612000134512,2,5,3
06402820901,064028209,0640282,e,2,e,e,e,e,2,2,2612760876144,2612000134512,2612000134512,2,5,1
06402820902,064028209,0640282,e,2,e,e,e,e,2,2,2612760876336,2612000134512,2612000134512,2,5,1
06402821902,064028219,0640282,e,e,e,e,e,6,3,1,2612760876528,2612000134512,2612000134512,2,5,3
06402821901,064028219,0640282,e,e,e,e,e,6,3,2,2612760876720,2612000134512,2612000134512,2,5,3
06402821101,064028211,0640282,e,e,e,e,e,6,2,2,2612760876912,2612000134512,2612000134512,2,5,3
06402820101,064028201,0640282,e,e,e,e,e,6,2,1,2612760877104,2612000134512,2612000134512,2,4,1
06402821401,064028214,0640282,e,e,e,4,e,e,3,2,2612760877296,2612000134512,2612000134512,2,5,1
06402820201,064028202,0640282,e,e,e,e,e,6,3,1,2612760877488,2612000134512,2612000134512,2,5,2
06403332101,064033321,0640333,e,2,e,e,e,e,3,1,2612760877680,2612000134512,2612000134512,1,6,3
06403332102,064033321,0640333,e,2,e,e,e,e,3,1,2612760877872,2612000134512,2612000134512,1,6,3
06403332701,064033327,0640333,e,2,e,e,e,e,3,1,2612760878064,2612000134512,2612000134512,1,6,3
06403332702,064033327,0640333,e,2,e,4,e,e,,2,2612760878256,2612000134512,2612000134512,3,4,2
06403332501,064033325,0640333,e,e,e,4,e,6,,3,2612760878448,2612000134512,2612000134512,4,4,1
06403332502,064033325,0640333,e,2,e,e,e,e,2,1,2612760878640,2612000134512,2612000134512,4,4,2
06403332201,064033322,0640333,e,2,e,4,e,e,,2,2612760878832,2612000134512,2612000134512,4,4,2
06403332202,064033322,0640333,e,2,e,4,e,e,,2,2612760879024,2612000134512,2612000134512,4,4,2
06403333002,064033330,0640333,e,2,e,e,e,e,3,1,2612760879216,2612000134512,2612000134512,1,5,3
06403333001,064033330,0640333,1,e,e,e,e,e,,1,2612760879408,2612000134512,2612000134512,2,5,3
06403332402,064033324,0640333,e,2,e,4,e,e,,2,2612760879600,2612000134512,2612000134512,2,5,3
06403332401,064033324,0640333,e,e,e,4,e,e,2,2,2612760879792,2612000134512,2612000134512,4,4,2
06403333301,064033333,0640333,1,e,e,e,e,e,,1,2612760879984,2612000134512,2612000134512,1,6,3
06403330602,064033306,0640333,1,e,e,e,e,e,,1,2612760880176,2612000134512,2612000134512,1,6,3
06403330601,064033306,0640333,1,e,e,e,e,e,,2,2612760880368,2612000134512,2612000134512,4,4,1
06403330102,064033301,0640333,1,e,e,e,e,e,,1,2612760880560,2612000134512,2612000134512,1,6,3
06403330101,064033301,0640333,1,e,e,e,e,e,,1,2612760880752,2612000134512,2612000134512,1,6,3
06403333102,064033331,0640333,e,2,e,e,e,e,2,2,2612760880944,2612000134512,2612000134512,2,5,3
06403333101,064033331,0640333,1,e,e,e,e,e,,1,2612760881136,2612000134512,2612000134512,1,6,3
06403330301,064033303,0640333,e,e,e,4,e,e,2,3,2612760881328,2612000134512,2612000134512,5,4,2
06403330402,064033304,0640333,e,e,e,4,e,e,3,1,2612760881520,2612000134512,2612000134512,2,6,1
06403330401,064033304,0640333,e,e,e,e,e,6,3,1,2612760881712,2612000134512,2612000134512,2,5,1
06403332601,064033326,0640333,1,e,e,e,e,e,,1,2612760881904,2612000134512,2612000134512,1,6,3
06403332602,064033326,0640333,e,2,e,e,e,e,2,2,2612760882096,2612000134512,2612000134512,2,4,3
06403330501,064033305,0640333,e,e,e,e,e,6,3,2,2612760882288,2612000134512,2612000134512,4,4,2
06403332001,064033320,0640333,e,2,e,e,e,6,,1,2612760882480,2612000134512,2612000134512,2,5,3
06403330801,064033308,0640333,e,e,e,e,e,6,3,1,2612760882672,2612000134512,2612000134512,2,6,2
06403331902,064033319,0640333,e,2,3,e,5,e,,1,2612760882864,2612000134512,2612000134512,1,6,3
06403331901,064033319,0640333,e,2,3,e,5,e,,1,2612760883056,2612000134512,2612000134512,4,5,1
06403331302,064033313,0640333,e,2,e,e,e,6,,2,2612760883248,2612000134512,2612000134512,2,5,3
06403331301,064033313,0640333,e,2,e,e,e,6,,1,2612760883440,2612000134512,2612000134512,2,6,3
06403331601,064033316,0640333,e,2,e,e,5,6,,4,2612760883632,2612000134512,2612000134512,4,4,3
06403331602,064033316,0640333,e,e,e,4,e,6,,1,2612760883952,2612000134512,2612000134512,4,4,2
06403331402,064033314,0640333,e,2,e,e,e,6,,1,2612760884208,2612000134512,0,3,5,2
06403331401,064033314,0640333,e,2,e,e,e,6,,1,2612760885552,2612000134512,0,2,4,2
06403331501,064033315,0640333,e,e,e,4,e,e,2,2,2612760886000,2612000134512,0,3,4,2
06403331801,064033318,0640333,e,2,e,e,e,e,3,1,2612760886192,2612000134512,0,1,6,3
06403331802,064033318,0640333,e,2,e,e,e,6,,1,2612760886384,2612000134512,0,2,6,2
06403332801,064033328,0640333,e,2,e,e,e,e,3,1,2612760886576,2612000134512,0,1,6,3
06403332802,064033328,0640333,e,2,e,e,e,e,2,2,2612760886768,2612000134512,0,3,4,3
06403331701,064033317,0640333,e,e,e,4,e,6,,1,2612760886960,2612000134512,0,2,6,1
06403332301,064033323,0640333,e,e,e,4,e,e,2,1,2612760887152,2612000134512,0,4,5,2
06403330201,064033302,0640333,e,2,e,e,e,6,,1,2612760885424,2612000134512,0,4,4,1
06403330202,064033302,0640333,e,2,e,e,e,6,,1,2612760883824,2612000134512,0,4,4,2
06403330901,064033309,0640333,e,2,e,e,5,e,,1,2612760885744,2612000134512,0,1,6,1
06403330902,064033309,0640333,e,2,e,e,5,e,,1,2612760884848,2612000134512,0,2,6,2
06403332902,064033329,0640333,e,2,e,e,5,6,,1,2613953241520,2612000134512,0,3,5,1
06403332901,064033329,0640333,e,2,e,e,5,e,,3,2613953240880,2612000134512,0,5,3,2
06403331201,064033312,0640333,e,e,e,e,5,6,,1,2613953240240,2612000134512,0,3,6,2
06403331202,064033312,0640333,e,e,e,e,5,e,2,5,e,e,3,2,5,2
06403331102,064033311,0640333,e,e,e,4,e,e,2,1,2613953239088,2612000134512,0,2,5,3
06403331101,064033311,0640333,e,e,e,e,e,6,2,1,2613953233136,2612000134512,0,3,6,3
06403333202,064033332,0640333,e,2,e,4,e,e,,1,2613953233456,2612000134512,0,1,6,3
06403333201,064033332,0640333,e,2,e,4,e,6,,1,2613953233648,2612000134512,0,2,5,3
06403331001,064033310,0640333,e,e,e,4,e,e,3,1,2613953233840,2612000134512,0,4,4,2
06403331002,064033310,0640333,e,2,e,4,e,6,,1,2613953234032,2612000134512,0,2,6,3
06403322101,064033221,0640332,e,2,e,e,e,6,,1,2613953234224,2612000134512,0,2,6,1
06403322102,064033221,0640332,e,2,e,4,e,e,,1,2613953234416,2612000134512,0,2,6,1
06403320701,064033207,0640332,e,2,e,e,5,e,,1,2613953234608,2612000134512,0,1,6,3
06403320702,064033207,0640332,e,e,3,4,e,6,,1,2613953234800,2612000134512,0,1,6,3
06403322302,064033223,0640332,e,2,e,e,5,e,,1,2613953234992,2612000134512,0,1,6,1
06403322301,064033223,0640332,e,2,e,4,e,e,,1,2613953235184,2612000134512,0,2,5,2
06403321201,064033212,0640332,e,2,e,4,5,e,,1,2613953235376,2612000134512,0,2,6,3
06403321202,064033212,0640332,e,2,e,4,e,e,,1,2613953235568,2612000134512,0,1,6,3
06403321901,064033219,0640332,e,2,e,e,5,6,,1,2613953235760,2612000134512,0,1,6,3
06403321902,064033219,0640332,e,2,e,4,5,e,,2,2613953235952,2612000134512,0,1,6,3
06403321501,064033215,0640332,e,e,e,e,5,e,3,1,2613953236144,2612000134512,0,2,6,1
06403321302,064033213,0640332,e,2,e,4,e,e,,1,2613953236336,2612000134512,0,2,5,1
06403321301,064033213,0640332,e,2,e,e,e,e,2,1,2613953236528,2612000134512,0,1,6,3
06403320102,064033201,0640332,e,2,e,e,e,e,2,1,2613953236720,2612000134512,0,4,4,1
06403320101,064033201,0640332,e,2,e,e,e,e,1,1,2613953236912,2612000134512,0,1,5,1
06403320802,064033208,0640332,e,e,e,4,5,6,,1,2613953237104,2612000134512,0,1,6,3
06403320801,064033208,0640332,e,e,e,4,e,6,,1,2613953237296,2612000134512,0,1,6,3
06403320902,064033209,0640332,e,2,e,4,5,6,,1,2613953237488,2612000134512,0,1,6,3
06403320901,064033209,0640332,e,e,e,4,5,6,,1,2613953237680,2612000134512,0,1,6,1
06403320601,064033206,0640332,e,e,e,e,e,6,2,1,2613953237872,2612000134512,0,1,6,2
06403322002,064033220,0640332,e,e,3,4,e,6,,1,2613953238064,2612000134512,0,1,6,3
06403322001,064033220,0640332,e,2,3,4,e,6,,1,2613953238256,2612000134512,0,1,6,3
06403321002,064033210,0640332,e,2,e,4,e,6,,1,2613953238448,2612000134512,0,1,6,1
06403321001,064033210,0640332,e,2,e,e,e,e,2,1,2613953238768,2612000134512,0,1,6,3
06403320502,064033205,0640332,e,e,e,4,e,e,1,2,2613953240176,2612000134512,0,3,4,2
06403320501,064033205,0640332,e,2,e,4,e,e,,2,2613953240624,2612000134512,0,3,4,2
06403321702,064033217,0640332,e,2,e,4,e,6,,1,2613953240304,2612000134512,0,1,6,3
06403321701,064033217,0640332,e,e,e,4,5,6,,2,2613953241200,2612000134512,0,3,6,2
06403321101,064033211,0640332,e,2,e,e,e,e,3,2,2613953241584,2612000134512,0,3,4,3
06403321102,064033211,0640332,e,e,e,e,e,6,2,2,2613953241776,2612000134512,0,3,4,1
06403322401,064033224,0640332,1,e,e,e,e,e,,1,2613953241968,2612000134512,0,1,6,3
06403322402,064033224,0640332,e,2,e,4,e,e,,1,2613953242160,2612000134512,0,1,6,3
06403321602,064033216,0640332,e,e,e,4,e,e,3,1,2613953242352,2612000134512,0,1,6,3
06403321601,064033216,0640332,e,e,e,4,e,e,3,2,2613953242544,2612000134512,0,3,5,3
06403320201,064033202,0640332,e,e,e,4,e,6,,2,2613953242736,2612000134512,0,4,4,2
06403321801,064033218,0640332,e,2,e,e,5,e,,1,2613953242928,2612000134512,0,2,5,3
06403321802,064033218,0640332,e,2,e,4,e,6,,3,2613953243120,2612000134512,0,5,3,2
06403321401,064033214,0640332,e,2,e,e,e,e,2,1,2613953243312,2612000134512,0,1,6,3
06403321402,064033214,0640332,1,e,e,e,e,e,,1,2613953243504,2612000134512,0,1,6,3
06403322201,064033222,0640332,e,2,e,e,5,e,3,1,2613953243696,2612000134512,0,1,6,2
06403322202,064033222,0640332,e,e,e,4,e,6,,1,2613953243888,2612000134512,0,3,5,2
06403320402,064033204,0640332,e,e,e,4,5,e,,1,0,2612000134512,0,2,6,2
06403320401,064033204,0640332,e,2,e,4,5,e,,2,0,2612000134512,0,4,3,2
06403310301,064033103,0640331,e,e,e,4,e,e,2,2,0,2612000134512,0,3,4,2
06403312101,064033121,0640331,e,e,e,e,e,6,2,1,0,2612000134512,0,4,5,2
06403312202,064033122,0640331,e,e,e,e,e,6,3,1,0,2612000134512,0,1,6,3
06403311001,064033110,0640331,e,e,e,4,5,6,,2,0,2612000134512,0,4,6,2
06403310801,064033108,0640331,e,e,e,e,5,6,,1,0,2612000134512,0,2,5,1
06403312701,064033127,0640331,1,e,e,e,e,e,,1,0,2612000134512,0,1,6,1
06403312001,064033120,0640331,e,2,e,4,e,e,,1,0,2612000134512,0,1,6,3
06403312002,064033120,0640331,e,e,e,4,e,6,,1,0,2612000134512,0,1,6,3
06403312302,064033123,0640331,e,2,e,4,5,e,,1,0,2612000134512,0,1,6,3
06403312301,064033123,0640331,e,e,e,4,5,e,,2,0,2612000134512,0,1,6,3
06403311902,064033119,0640331,e,2,e,4,5,e,,1,0,2612000134512,0,3,5,2
06403311901,064033119,0640331,e,e,e,e,5,e,2,1,0,2612000134512,0,1,6,1
06403310902,064033109,0640331,e,e,e,e,5,e,3,1,0,2612000134512,0,1,6,3
06403310901,064033109,0640331,1,e,e,e,e,e,,1,0,2612000134512,0,1,6,3
06403311702,064033117,0640331,e,2,e,e,5,e,,1,0,2612000134512,0,1,6,1
06403311701,064033117,0640331,e,2,e,4,5,6,,1,0,2612000134512,0,1,6,2
06403310601,064033106,0640331,e,2,e,4,e,e,,1,0,2612000134512,0,1,6,3
06403310602,064033106,0640331,e,e,e,4,e,e,2,1,0,2612000134512,0,1,6,3
06403311601,064033116,0640331,e,2,e,4,5,e,,1,0,2612000134512,0,4,5,2
06403311602,064033116,0640331,e,2,3,e,5,e,,1,0,2612000134512,0,1,6,2
06403310101,064033101,0640331,e,e,e,e,e,6,3,1,0,2612000134512,0,1,6,2
06403312401,064033124,0640331,e,2,e,e,e,e,2,1,0,2612000134512,0,1,6,1
06403312402,064033124,0640331,e,e,3,e,e,6,,1,0,2612000134512,0,1,6,1
06403310202,064033102,0640331,e,2,e,4,e,e,,1,0,2612000134512,0,2,5,3
06403310201,064033102,0640331,e,e,e,4,e,e,3,1,0,2612000134512,0,2,5,1
06403311102,064033111,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,1,6,3
06403311101,064033111,0640331,e,e,e,4,e,6,,1,0,2612000134512,0,1,6,3
06403312501,064033125,0640331,1,e,e,e,e,e,,1,0,2612000134512,0,1,6,3
06403312502,064033125,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,1,6,3
06403312602,064033126,0640331,e,2,e,e,e,6,,1,0,2612000134512,0,1,6,3
06403312601,064033126,0640331,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,2
06403311402,064033114,0640331,e,2,e,e,e,e,3,2,0,2612000134512,0,2,4,1
06403311401,064033114,0640331,1,e,e,e,e,e,,1,0,2612000134512,0,1,6,3
06403311301,064033113,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,2,5,1
06403311302,064033113,0640331,1,e,e,e,e,e,,1,0,2612000134512,0,2,5,2
06403311801,064033118,0640331,e,e,e,4,e,6,,1,0,2612000134512,0,1,6,1
06403311202,064033112,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,2,5,3
06403311201,064033112,0640331,e,2,e,e,e,6,,1,0,2612000134512,0,2,5,2
06403311502,064033115,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,1,6,3
06403311501,064033115,0640331,e,e,e,e,e,6,3,2,0,2612000134512,0,3,5,2
06403310401,064033104,0640331,e,2,e,e,5,6,,1,0,2612000134512,0,1,6,1
06403310402,064033104,0640331,e,2,e,e,5,6,,1,0,2612000134512,0,3,6,2
06403310501,064033105,0640331,e,2,e,e,e,e,2,2,0,2612000134512,0,2,5,3
06403310502,064033105,0640331,e,2,e,4,e,e,,1,0,2612000134512,0,1,6,3
06403310702,064033107,0640331,e,2,e,e,e,e,3,1,0,2612000134512,0,1,6,3
06403310701,064033107,0640331,e,2,e,4,e,e,,1,0,2612000134512,0,3,4,3
06048130801,060481308,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048130802,060481308,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,3,5,1
06048131002,060481310,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,5,1
06048131001,060481310,0604813,e,2,e,e,e,e,3,1,0,2612000134512,0,3,4,1
06048130102,060481301,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,5,3
06048130101,060481301,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048131201,060481312,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048131202,060481312,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,4,2
06048132202,060481322,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,1
06048132201,060481322,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,4,3
06048130302,060481303,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,5,3
06048130301,060481303,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,4,3
06048130601,060481306,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,2,4,3
06048130602,060481306,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048130702,060481307,0604813,e,2,e,e,e,e,3,1,0,2612000134512,0,3,4,1
06048130701,060481307,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,1
06048131501,060481315,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,4,2,2
06048132001,060481320,0604813,1,e,e,e,e,e,,3,0,2612000134512,0,3,4,3
06048132002,060481320,0604813,1,e,e,e,e,e,,3,0,2612000134512,0,3,4,3
06048130201,060481302,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,2
06048131401,060481314,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,4,3
06048131301,060481313,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048131302,060481313,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048131602,060481316,0604813,e,2,e,e,e,e,3,1,0,2612000134512,0,3,5,1
06048131601,060481316,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048131801,060481318,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,4,2
06048132301,060481323,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,4,4,2
06048131702,060481317,0604813,e,2,e,e,e,e,2,1,0,2612000134512,0,3,4,1
06048131701,060481317,0604813,e,2,e,e,e,e,3,1,0,2612000134512,0,3,4,1
06048132101,060481321,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,1
06048132102,060481321,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,4,4,2
06048130501,060481305,0604813,e,2,e,e,e,e,3,1,0,2612000134512,0,1,4,1
06048130502,060481305,0604813,e,2,e,e,e,e,2,2,0,2612000134512,0,2,4,2
06048130401,060481304,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,5,3
06048130402,060481304,0604813,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048131901,060481319,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,5,3
06048131902,060481319,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,4,3
06048131101,060481311,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,4,1
06048131102,060481311,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,2,4,3
06048132402,060481324,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,5,1
06048132401,060481324,0604813,1,e,e,e,e,e,,1,0,2612000134512,0,1,4,2
06048113202,060481132,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,2,5,3
06048113201,060481132,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110201,060481102,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110202,060481102,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048113601,060481136,0604811,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048111801,060481118,0604811,e,e,e,e,5,e,2,2,0,2612000134512,0,3,4,1
06048110902,060481109,0604811,e,2,e,e,e,e,3,2,0,2612000134512,0,2,4,3
06048110901,060481109,0604811,e,2,e,e,e,e,3,2,0,2612000134512,0,3,4,3
06048111102,060481111,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048111101,060481111,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,1
06048110102,060481101,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110101,060481101,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048112502,060481125,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,2,4,3
06048112501,060481125,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048113702,060481137,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048113701,060481137,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110701,060481107,0604811,e,2,e,e,e,e,1,2,0,2612000134512,0,4,3,1
06048110702,060481107,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,1
06048111402,060481114,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,3,4,3
06048111401,060481114,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048112802,060481128,0604811,e,2,e,e,e,e,1,3,0,2612000134512,0,3,4,3
06048112801,060481128,0604811,e,2,e,e,e,e,3,2,0,2612000134512,0,3,4,3
06048110402,060481104,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110401,060481104,0604811,e,2,e,e,e,e,1,2,0,2612000134512,0,3,4,3
06048110802,060481108,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048110801,060481108,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,3,4,3
06048112301,060481123,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,4,4,2
06048112401,060481124,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,3,4,1
06048112402,060481124,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,4,4,3
06048112001,060481120,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048111201,060481112,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,1
06048111202,060481112,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,4,3,2
06048113302,060481133,0604811,e,2,e,e,e,e,1,5,1,e,e,3,4,3
06048113301,060481133,0604811,e,2,e,e,5,e,,2,0,2612000134512,0,3,4,3
06048111001,060481110,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,3,3,3
06048111002,060481110,0604811,e,2,e,e,e,e,3,2,0,2612000134512,0,3,4,3
06048112202,060481122,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,4,3,1
06048112201,060481122,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,5,3,2
06048111901,060481119,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,4,4,3
06048111902,060481119,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,4,4,3
06048113002,060481130,0604811,1,e,e,e,e,e,,1,0,2612000134512,0,3,4,3
06048113001,060481130,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,4,4,1
06048110601,060481106,0604811,e,2,e,e,e,e,3,2,0,2612000134512,0,3,4,1
06048110602,060481106,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,2,4,3
06048112701,060481127,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,2,4,3
06048112702,060481127,0604811,e,e,e,e,e,6,2,2,0,2612000134512,0,3,4,3
06048111701,060481117,0604811,e,2,e,e,e,e,2,2,0,2612000134512,0,3,4,3
06048111702,060481117,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048112901,060481129,0604811,1,e,e,e,e,e,,2,0,2612000134512,0,3,4,3
06048112101,060481121,0604811,1,e,e,e,e,e,,2,0,0,0,3,4,2
06048112602,060481126,0604811,e,2,e,e,e,e,2,2,0,0,0,3,4,3
06048112601,060481126,0604811,1,e,e,e,e,e,,2,0,0,0,4,3,1
06048113502,060481135,0604811,1,e,e,e,e,e,,3,0,0,0,3,4,3
06048113501,060481135,0604811,1,e,e,e,e,e,,3,0,0,0,3,4,3
06048110502,060481105,0604811,e,2,e,e,e,e,2,2,0,0,0,4,3,1
06048110501,060481105,0604811,e,2,e,e,e,e,2,2,0,0,0,4,4,1
06048113401,060481134,0604811,e,2,e,e,e,e,3,2,0,0,0,3,4,3
06048113402,060481134,0604811,e,2,e,e,e,e,3,2,0,0,0,3,4,3
06048113102,060481131,0604811,1,e,e,e,e,e,,1,0,0,0,2,5,3
06048113101,060481131,0604811,1,e,e,e,e,e,,2,0,0,0,4,3,3
06048111502,060481115,0604811,e,2,e,e,e,e,1,2,0,0,0,4,4,1
06048111501,060481115,0604811,e,2,e,e,e,e,2,2,0,0,0,3,4,1
06048111302,060481113,0604811,1,e,e,e,e,e,,2,0,0,0,3,4,3
06048111301,060481113,0604811,1,e,e,e,e,e,,3,0,0,0,4,3,2
06048110301,060481103,0604811,1,e,e,e,e,e,,2,0,0,0,4,2,2
06048111601,060481116,0604811,1,e,e,e,e,e,,2,0,0,0,4,4,3
06048120801,060481208,0604812,1,e,e,e,e,e,,3,0,0,0,3,4,1
06048120802,060481208,0604812,1,e,e,e,e,e,,2,0,0,0,3,4,3
06048123001,060481230,0604812,e,e,e,4,e,e,2,2,0,0,0,3,4,2
06048123002,060481230,0604812,e,e,e,4,e,e,2,1,0,0,0,3,4,2
06048121901,060481219,0604812,1,e,e,e,e,e,,2,0,0,0,3,4,3
06048121902,060481219,0604812,e,e,e,4,e,e,3,2,0,0,0,5,2,2
06048122302,060481223,0604812,1,e,e,e,e,e,,5,e,e,3,3,4,3
06048122301,060481223,0604812,1,e,e,e,e,e,,2,0,0,0,3,4,1
06048122001,060481220,0604812,1,e,e,e,e,e,,3,0,0,0,4,2,2
06048121702,060481217,0604812,e,2,e,e,e,e,2,1,0,0,0,3,4,3
06048121701,060481217,0604812,e,e,e,4,5,e,,2,0,0,0,4,3,2
06048121202,060481212,0604812,e,2,e,e,e,e,2,2,0,0,0,3,4,3
06048121201,060481212,0604812,1,e,e,e,e,e,,2,0,0,0,3,4,3
06048121801,060481218,0604812,e,2,e,e,e,e,3,2,0,0,0,4,4,1
